"","date","no","no2","o3"
"89",2018-01-04 16:00:00,"missing",35.41991,64.61079
"90",2018-01-04 17:00:00,"0.55998",21.29829,62.5652
"91",2018-01-04 18:00:00,"0.55998",28.36047,53.33508
"92",2018-01-04 19:00:00,"0.66498",31.05669,54.48261
"93",2018-01-04 20:00:00,"missing",21.72858,61.91659
"94",2018-01-04 21:00:00,"0.52498",24.26308,54.48261
"95",2018-01-04 22:00:00,"missing",25.12514,56.97724
"96",2018-01-04 23:00:00,"0.34999",26.31042,58.02498
"97",2018-01-05 00:00:00,"0.23369",20.64134,58.47401
"98",2018-01-05 01:00:00,"0.32716",23.37468,49.75945
"99",2018-01-05 02:00:00,"0.14021",15.37294,54.83186
"100",2018-01-05 03:00:00,"0.21032",16.34419,54.83186
"101",2018-01-05 04:00:00,"0.21032",11.75951,64.01208
"102",2018-01-05 05:00:00,"0.24537",15.37351,60.91874
"103",2018-01-05 06:00:00,"0.56085",27.7269,46.89895
"104",2018-01-05 07:00:00,"20.61112",74.00627,25.69464
"105",2018-01-05 08:00:00,"missing",54.93251,31.78152
"106",2018-01-05 09:00:00,"missing",34.96728,55.8796
"107",2018-01-05 10:00:00,"3.5754",32.65158,55.48046
"108",2018-01-05 11:00:00,"2.76918",23.74752,65.2095
"109",2018-01-05 12:00:00,"22.29366",38.79425,65.00993
"110",2018-01-05 13:00:00,"2.62897",17.11245,69.94929
"111",2018-01-05 14:00:00,"1.7877",17.59332,66.25724
"112",2018-01-05 15:00:00,"1.61244",24.71211,57.67573
"113",2018-01-05 16:00:00,"3.78572",46.56859,45.95099
"114",2018-01-05 17:00:00,"missing",47.36451,34.87486
"115",2018-01-05 18:00:00,"missing",69.71404,13.12173
"116",2018-01-05 19:00:00,"missing",82.2936,3.14323
"117",2018-01-05 20:00:00,"18.50794",81.2764,2.94366
"118",2018-01-05 21:00:00,"29.05887",79.33803,2.49463
"119",2018-01-05 22:00:00,"46.41007",78.62321,2.59441
"120",2018-01-05 23:00:00,"78.27317",76.31516,2.6942
"121",2018-01-06 00:00:00,"missing",81.33058,2.46136
"122",2018-01-06 01:00:00,"66.23534",74.65477,2.06222
"123",2018-01-06 02:00:00,"15.20136",65.14046,7.13463
"124",2018-01-06 03:00:00,"21.69617",68.45732,2.39484
"125",2018-01-06 04:00:00,"20.3621",66.07772,5.18882
"126",2018-01-06 05:00:00,"2.17664",36.70468,21.3041
"127",2018-01-06 06:00:00,"missing",39.95258,9.23011
"128",2018-01-06 07:00:00,"15.9035",46.90294,4.88947
"129",2018-01-06 08:00:00,"11.72576",43.54102,11.62495
"130",2018-01-06 09:00:00,"11.02362",39.92266,15.71614
"131",2018-01-06 10:00:00,"13.09494",39.39098,21.10453
"132",2018-01-06 11:00:00,"missing",35.92667,27.98969
"133",2018-01-06 12:00:00,"missing",34.14609,28.48862
"134",2018-01-06 13:00:00,"missing",30.51949,35.274
"135",2018-01-06 14:00:00,"8.07463",31.70861,31.63185
"136",2018-01-06 15:00:00,"missing",30.73278,24.04819
"137",2018-01-06 16:00:00,"6.24906",26.73679,24.74668
"138",2018-01-06 17:00:00,"missing",25.87105,22.85077
