"theYear","country","code","name","mean","median"
"2020","italy","it0771a","no2",31.0162470375585,25.628604
"2020","italy","it0771a","pm25",21.6592738798784,15.75
"2020","italy","it0776a","no2",32.7944269323313,26.0145105
"2020","italy","it0777a","no2",29.5850689278176,23.558615
"2020","italy","it0777a","pm25",20.4648024540827,13.625
"2020","italy","it0778a","no2",33.2104927167898,26.9407965
"2020","italy","it0778a","pm25",18.7282163669166,13.495275
"2020","italy","it0804a","no2",19.6742433394966,14
"2020","italy","it0804a","o3",46.4107053924384,48
"2020","italy","it0813a","no2",21.0742145539619,19.90988025
"2020","italy","it0817a","no2",30.4914653059125,25.23976075
"2020","italy","it0825a","no2",36.0101352059245,35
"2020","italy","it0825a","pm25",11.7398609900117,11
"2020","italy","it0828a","no2",38.2573398537405,33
"2020","italy","it0832a","no2",27.8570583020696,28.5
"2020","italy","it0837a","no2",23.2375523382658,14.58059325
"2020","italy","it0860a","no2",27.83470898314,21
"2020","italy","it0861a","no2",44.1469618421593,40.5
"2020","italy","it0861a","pm25",14.0218020293882,11.75
"2020","italy","it0862a","no2",17.1937724752816,10.5
"2020","italy","it0862a","pm25",12.6126688063238,9.25
"2020","italy","it0863a","no2",14.0648510321517,12
"2020","italy","it0863a","o3",58.9457351500713,66
"2020","italy","it0863a","pm25",9.07419784516559,9
"2020","italy","it0865a","no2",14.7836203684957,11
"2020","italy","it0867a","no2",10.4073554105589,6
"2020","italy","it0867a","o3",48.2135919440266,59
"2020","italy","it0867a","pm25",10.74205197431,7
"2020","italy","it0869a","no2",17.9537893493349,12
"2020","italy","it0869a","o3",48.4046024064077,57
"2020","italy","it0870a","no2",22.1053136511419,18
"2020","italy","it0871a","no2",12.4681117546946,9
"2020","italy","it0872a","no2",22.1000263645253,21
"2020","italy","it0885a","no2",18.9523794342501,12
"2020","italy","it0885a","o3",62.613088101351,67
"2020","italy","it0892a","no2",16.8138251818091,11.5
"2020","italy","it0892a","o3",47.441062418,52.5
"2020","italy","it0895a","no2",29.003465977222,25.5
"2020","italy","it0898a","no2",39.0762627764923,36.8375
"2020","italy","it0898a","pm25",15.2045820238894,11.95
"2020","italy","it0906a","no2",20.3369078670169,11.33871675
"2020","italy","it0908a","no2",12.7947607976389,9.19386275
"2020","italy","it0908a","o3",56.0155436973447,57.3015585
"2020","italy","it0908a","pm25",9.55534872195711,8.1
"2020","italy","it0912a","no2",24.4613339687297,20.1006475
"2020","italy","it0912a","o3",47.5330506166902,48.85171225
"2020","italy","it0912a","pm25",22.620357278524,18.15
"2020","italy","it0934a","no2",21.0096121524387,16.755
"2020","italy","it0934a","pm25",18.7606612715799,13.25
"2020","italy","it0940a","no2",17.7540518632687,12.5
"2020","italy","it0940a","o3",43.9100269915251,43.75
"2020","italy","it0945a","no2",25.416564517999,20
"2020","italy","it0945a","pm25",15.140591830258,11.5
"2020","italy","it0953a","no2",23.1966806650904,21
"2020","italy","it0953a","o3",45.9274217563905,53
"2020","italy","it0953a","pm25",12.0400782013685,10
"2020","italy","it0956a","no2",26.7484193421859,20
"2020","italy","it0956a","o3",49.364362494276,55
"2020","italy","it0956a","pm25",13.7878923218793,11
"2020","italy","it0963a","no2",25.7823546685987,20.5
"2020","italy","it0963a","o3",38.9452921175674,28
"2020","italy","it0966a","no2",10.4938703655011,8.7589925
"2020","italy","it0966a","o3",22.3410116690485,19.9784675
"2020","italy","it0983a","no2",21.0836907587144,14
"2020","italy","it0983a","o3",48.6704134754424,56.5
"2020","italy","it0983a","pm25",1,0
"2020","italy","it0991a","no2",25.6891774925186,21
"2020","italy","it0997a","no2",31.223342900204,22.887229
"2020","italy","it1001a","no2",20.9733432989651,19
"2020","italy","it1011a","no2",22.6513393039364,19.25
"2020","italy","it1011a","pm25",19.3131517309353,13.45
"2020","italy","it1016a","no2",40.5066940971838,38.05040125
"2020","italy","it1016a","pm25",24.8884744586872,20.1
"2020","italy","it1029a","no2",27.5797580269597,20.5
"2020","italy","it1034a","no2",29.5564566597341,22.5314725
"2020","italy","it1037a","no2",28.7661952262758,21.5
"2020","italy","it1037a","o3",44.9431479408732,47.25
"2020","italy","it1037a","pm25",13.52778159156,10.5
"2020","italy","it1043a","no2",18.4328886694713,9.5
"2020","italy","it1043a","o3",52.2534354905191,61.25
"2020","italy","it1044a","no2",31.6646439071548,28
"2020","italy","it1048a","no2",17.0658329543671,10.5
"2020","italy","it1048a","o3",51.5301359788027,57.5
"2020","italy","it1065a","no2",17.6182500013556,14
"2020","italy","it1065a","o3",48.1783074497052,52
"2020","italy","it1065a","pm25",16.8216749500707,13
"2020","italy","it1079a","no2",29.4478019535609,23.742679
"2020","italy","it1104a","no2",30.7347479888456,25.652313
"2020","italy","it1105a","no2",27.9532585787621,21.5
"2020","italy","it1110a","no2",14.3150655194144,10.5
"2020","italy","it1110a","o3",49.0615925717191,54.5
"2020","italy","it1110a","pm25",13.3024526232538,11
"2020","italy","it1112a","o3",23.8509706510961,25.785065
"2020","italy","it1130a","no2",25.9611126649572,19.25
"2020","italy","it1153a","no2",23.8437451942994,17.88487275
"2020","italy","it1153a","pm25",23.7499759689011,16.77937325
"2020","italy","it1159a","no2",38.9010565514866,35
"2020","italy","it1163a","no2",24.1559707573236,17
"2020","italy","it1166a","o3",25.7310780397593,26.701175
"2020","italy","it1176a","no2",29.0683773023849,21
"2020","italy","it1176a","o3",51.062004175836,55
"2020","italy","it1177a","no2",31.1824311923266,25
"2020","italy","it1177a","o3",37.589068919093,26.75
"2020","italy","it1180a","no2",15.7902842019559,12.175
"2020","italy","it1180a","o3",45.9028385979514,53.5
"2020","italy","it1180a","pm25",12.5197558102188,9.45
"2020","italy","it1182a","no2",17.9229119948177,14.975
"2020","italy","it1182a","pm25",15.7257780787821,7.125
"2020","italy","it1183a","no2",25.3719874091583,22
"2020","italy","it1183a","pm25",19.9544877986925,13
"2020","italy","it1186a","no2",20.2472014548179,14.5
"2020","italy","it1186a","pm25",15.0553418113577,12
"2020","italy","it1187a","no2",18.0617889037696,15.5
"2020","italy","it1187a","pm25",21.211830360763,15.75
"2020","italy","it1190a","no2",14.4006315704935,10.46413425
"2020","italy","it1190a","o3",48.6072540684012,43.80558
"2020","italy","it1200a","no2",27.1600619795575,22
"2020","italy","it1204a","no2",17.9861369292776,13.5
"2020","italy","it1204a","o3",54.0521900725494,65
"2020","italy","it1208a","no2",22.6196860225793,15.5
"2020","italy","it1208a","o3",54.7422924761023,67.5
"2020","italy","it1213a","no2",17.7077230772069,17.5
"2020","italy","it1214a","no2",19.4581462256393,16.5
"2020","italy","it1214a","o3",44.8029782582616,40.5
"2020","italy","it1215a","no2",26.8842389547611,31
"2020","italy","it1222a","no2",26.3521248673137,21.25
"2020","italy","it1222a","o3",40.0890251787997,31.75
"2020","italy","it1222a","pm25",28.4717358545675,25.5
"2020","italy","it1246a","no2",15.8138495028048,9.5
"2020","italy","it1246a","o3",52.2150526801108,54
"2020","italy","it1247a","no2",16.3911898616261,10.5
"2020","italy","it1247a","o3",56.9114223394281,60.5
"2020","italy","it1251a","no2",40.7281426532248,37.2332225
"2020","italy","it1264a","no2",19.4779487605315,15.5
"2020","italy","it1264a","pm25",16.0302690813527,12
"2020","italy","it1277a","no2",6.51733812628111,3.6805
"2020","italy","it1286a","no2",28.9719302284287,26.01308125
"2020","italy","it1286a","pm25",17.3060128296602,11.07666625
"2020","italy","it1287a","no2",27.4262179167758,23.1821785
"2020","italy","it1290a","no2",36.3966239472389,31.42086225
"2020","italy","it1294a","no2",19.0344947359572,14.4244465
"2020","italy","it1309a","no2",11.6596945088237,7.60965
"2020","italy","it1328a","no2",20.919399273086,16.5
"2020","italy","it1328a","o3",38.4471200708074,32.25
"2020","italy","it1334a","no2",28.3127001578536,24
"2020","italy","it1335a","no2",23.2238151717175,17.8
"2020","italy","it1336a","no2",25.3975897575352,23
"2020","italy","it1340a","no2",28.7770581120285,27.5
"2020","italy","it1340a","o3",36.6652910088113,18.5
"2020","italy","it1346a","no2",14.0520342950628,8.3018429
"2020","italy","it1348a","no2",17.1693794089425,11.67945775
"2020","italy","it1361a","no2",24.7864936012641,19.15
"2020","italy","it1365a","no2",18.8225901332045,14.85
"2020","italy","it1365a","o3",53.1542012059701,60.95
"2020","italy","it1365a","pm25",20.2195109605301,15.525
"2020","italy","it1409a","no2",27.0589009231313,22
"2020","italy","it1409a","pm25",15.3698659808751,12.5
"2020","italy","it1423a","no2",18.7005893591655,12.5
"2020","italy","it1423a","o3",44.7328244648098,49
"2020","italy","it1423a","pm25",14.6314726189691,9
"2020","italy","it1453a","no2",27.4418750327728,24
"2020","italy","it1453a","o3",39.1984528418854,22.5
"2020","italy","it1486a","no2",63.6892030169013,11.74
"2020","italy","it1486a","o3",60.1345008957129,65.77
"2020","italy","it1486a","pm25",12.3014514800731,11.42
"2020","italy","it1487a","no2",18.3080566233635,17.5925
"2020","italy","it1487a","pm25",10.6637968518285,7.325
"2020","italy","it1491a","no2",41.5746835415576,39.275
"2020","italy","it1495a","no2",35.0846526064447,30.475
"2020","italy","it1496a","no2",35.0533651619637,32.4675
"2020","italy","it1497a","no2",16.9418403149797,10.465
"2020","italy","it1497a","o3",47.2959843820428,49.1
"2020","italy","it1497a","pm25",11.163870692645,9.35
"2020","italy","it1504a","no2",24.0788981262767,19.275
"2020","italy","it1504a","pm25",14.027982263471,11.95
"2020","italy","it1510a","no2",15.4939297393068,10.5
"2020","italy","it1510a","o3",57.4357191301516,62
"2020","italy","it1523a","no2",16.7660557232802,12
"2020","italy","it1523a","o3",45.7427740437751,43
"2020","italy","it1524a","no2",14.978418298363,12.5
"2020","italy","it1524a","o3",41.4554344869533,38
"2020","italy","it1529a","no2",20.8716691464166,18
"2020","italy","it1529a","o3",64.5642137709537,69
"2020","italy","it1532a","no2",11.1693335873693,6
"2020","italy","it1532a","o3",53.647672994068,55.5
"2020","italy","it1533a","no2",20.38905633071,14
"2020","italy","it1535a","no2",24.1748703446985,20.25
"2020","italy","it1535a","o3",40.9952914615433,38
"2020","italy","it1551a","no2",20.3130206446083,14.5
"2020","italy","it1552a","no2",46.8555604662936,40.62352425
"2020","italy","it1557a","no2",14.4890273228335,10
"2020","italy","it1557a","pm25",8.40061989340387,7.5
"2020","italy","it1560a","no2",32.1581010647239,31
"2020","italy","it1560a","pm25",11.5069774485769,10.25
"2020","italy","it1571a","no2",18.4108664684537,11.5
"2020","italy","it1587a","no2",13.0991668767192,11.838595
"2020","italy","it1588a","no2",25.7527456838133,21.9200535
"2020","italy","it1588a","pm25",19.3450518514293,16.825
"2020","italy","it1590a","no2",24.6826589670337,18.25
"2020","italy","it1590a","o3",40.9195174472009,34.25
"2020","italy","it1590a","pm25",25.5445515344459,23.25
"2020","italy","it1592a","no2",28.4972019145673,25
"2020","italy","it1593a","no2",13.1669317994673,11
"2020","italy","it1593a","pm25",9.1165991311233,8
"2020","italy","it1594a","no2",15.243267440914,10.5
"2020","italy","it1594a","o3",35.1987425953125,25.25
"2020","italy","it1603a","no2",10.4364892441295,7.7525
"2020","italy","it1606a","no2",15.426763930899,11.265
"2020","italy","it1606a","pm25",12.9468164490348,11.5
"2020","italy","it1610a","no2",5.00782818161069,3.025
"2020","italy","it1610a","o3",32.4789982496639,35.8575
"2020","italy","it1613a","no2",11.3141663243456,9.3225
"2020","italy","it1613a","pm25",11.5283051909604,10.775
"2020","italy","it1614a","no2",4.45009067144473,3.1625
"2020","italy","it1614a","o3",33.8997196497238,35.8225
"2020","italy","it1618a","no2",8.76155669674347,6.4825
"2020","italy","it1618a","pm25",12.0480746190238,10.775
"2020","italy","it1621a","no2",14.742278488525,13.4
"2020","italy","it1621a","pm25",14.3645398310715,12.85
"2020","italy","it1624a","no2",10.6841146246161,8.0125
"2020","italy","it1624a","o3",28.0815682704972,30.4075
"2020","italy","it1650a","no2",23.3320971473626,16.26871775
"2020","italy","it1650a","o3",48.0495699135354,51.32999875
"2020","italy","it1650a","pm25",20.2467178258029,14.2
"2020","italy","it1654a","no2",23.9939395801544,16.75
"2020","italy","it1654a","pm25",15.2326029608613,11.5
"2020","italy","it1670a","no2",20.2670743986049,15.5
"2020","italy","it1676a","no2",31.0033428595884,26.5
"2020","italy","it1680a","no2",12.4610958606949,10.94
"2020","italy","it1692a","no2",29.9388294627279,24.095844
"2020","italy","it1692a","o3",45.9931683518237,51.70872475
"2020","italy","it1692a","pm25",21.728200902237,14.3
"2020","italy","it1694a","pm25",14.0229720837688,10.675
"2020","italy","it1718a","no2",40.2220675917019,39.88115175
"2020","italy","it1728a","no2",17.1173285562244,10.35
"2020","italy","it1728a","pm25",20.4781040150199,13.725
"2020","italy","it1735a","no2",19.6985082561664,14.58311675
"2020","italy","it1735a","o3",46.7492945201484,51.219415
"2020","italy","it1737a","no2",24.9742705478253,18.11354025
"2020","italy","it1737a","o3",50.6658553974487,56.137713
"2020","italy","it1737a","pm25",23.5828644923271,18.875
"2020","italy","it1739a","no2",27.0184396426587,21.893915
"2020","italy","it1739a","o3",43.229306355678,40.6036835
"2020","italy","it1739a","pm25",26.6894748006046,20.875
"2020","italy","it1743a","no2",44.2883169436042,41.0994225
"2020","italy","it1743a","o3",48.7005596787373,52.3135525
"2020","italy","it1743a","pm25",22.3506736638631,17.35
"2020","italy","it1771a","no2",23.9173908868906,19
"2020","italy","it1771a","o3",49.3113604782882,46.5
"2020","italy","it1792a","no2",33.4110779989673,24.656406
"2020","italy","it1794a","no2",7.46811439242381,5.749489
"2020","italy","it1798a","no2",33.4731389591613,16.44446325
"2020","italy","it1798a","o3",66.9339441429776,74.447785
"2020","italy","it1801a","no2",25.2741526799308,18.6155
"2020","italy","it1801a","o3",51.2723529365895,40.59963
"2020","italy","it1819a","no2",12.9498461411704,8
"2020","italy","it1822a","no2",17.966702247227,8.54
"2020","italy","it1822a","pm25",12.9918113120006,10.875
"2020","italy","it1826a","no2",20.9742874346602,13.69416925
"2020","italy","it1826a","o3",58.2106565282698,62.297299
"2020","italy","it1826a","pm25",14.2395183076238,12.025
"2020","italy","it1827a","no2",17.992543072144,11.9
"2020","italy","it1827a","o3",58.5571089448186,58.2
"2020","italy","it1827a","pm25",15.389012090177,10.65
"2020","italy","it1829a","no2",18.5283444971591,15.7906195
"2020","italy","it1830a","no2",19.1909775218472,14
"2020","italy","it1830a","o3",47.1375068191962,51
"2020","italy","it1834a","no2",38.4255792009323,37
"2020","italy","it1835a","no2",24.1792778096343,18
"2020","italy","it1835a","o3",47.6382926602493,54
"2020","italy","it1836a","no2",29.0638932483313,23
"2020","italy","it1836a","o3",48.1722656140267,52
"2020","italy","it1836a","pm25",11.5995290236408,10
"2020","italy","it1837a","no2",44.6418541713635,44
"2020","italy","it1838a","no2",26.3222031071315,21
"2020","italy","it1841a","no2",23.0552398913299,21
"2020","italy","it1843a","no2",9.74303446327079,6.8
"2020","italy","it1843a","o3",65.8020156521569,70.05
"2020","italy","it1843a","pm25",13.3924083277833,12.225
"2020","italy","it1856a","no2",14.4637879611649,8.5
"2020","italy","it1856a","o3",57.5252793257868,68.5
"2020","italy","it1856a","pm25",10.1690998418767,9
"2020","italy","it1857a","no2",30.6430752610535,27.5
"2020","italy","it1859a","no2",36.3373710535187,28
"2020","italy","it1860a","no2",18.8695287957445,17.9
"2020","italy","it1860a","pm25",9.93695333113506,8.65
"2020","italy","it1862a","no2",28.9491039732284,25.5
"2020","italy","it1868a","no2",22.0356092747217,16.68040775
"2020","italy","it1868a","o3",45.0325886539183,48.88890225
"2020","italy","it1868a","pm25",19.6089071191574,15.0514185
"2020","italy","it1869a","no2",26.7940662133592,22.03258925
"2020","italy","it1873a","no2",21.1577247235344,16.24062775
"2020","italy","it1873a","o3",45.98034285807,47.537121
"2020","italy","it1877a","no2",26.6134389287853,19
"2020","italy","it1877a","o3",46.8201919687641,50
"2020","italy","it1877a","pm25",20.8532177668878,14.25
"2020","italy","it1880a","no2",29.7479489643412,27.75
"2020","italy","it1888a","no2",29.2435356565762,23.91490375
"2020","italy","it1888a","o3",58.4807492307268,60.9589735
"2020","italy","it1889a","no2",8.49403339605163,4.7287697
"2020","italy","it1889a","o3",76.5077162109299,78.204948
"2020","italy","it1890a","no2",4.21342248334999,3.8181713
"2020","italy","it1890a","o3",89.5527377668456,91.1359475
"2020","italy","it1890a","pm25",7.08572121651725,6.1249995
"2020","italy","it1898a","no2",14.9059507592294,10.67750475
"2020","italy","it1898a","o3",66.0789862594382,76.21451625
"2020","italy","it1899a","no2",18.9939044752824,14.20349375
"2020","italy","it1899a","o3",57.638781090177,62.2712025
"2020","italy","it1899a","pm25",11.9977948176058,11.300002
"2020","italy","it1900a","no2",20.7693330916521,12.425
"2020","italy","it1900a","pm25",20.5011348812758,13.025
"2020","italy","it1901a","no2",18.8021229766372,15.975
"2020","italy","it1901a","o3",49.3940183779734,54.95
"2020","italy","it1901a","pm25",11.0789536713978,9.975
"2020","italy","it1903a","no2",23.7102431087009,21
"2020","italy","it1905a","no2",24.4556675349361,21.5
"2020","italy","it1905a","o3",33.197964293128,16
"2020","italy","it1906a","no2",26.6634507736536,22
"2020","italy","it1906a","o3",39.1480174536831,51
"2020","italy","it1906a","pm25",11.1760130870024,9
"2020","italy","it1918a","no2",16.8354097261467,11
"2020","italy","it1918a","o3",48.8281140351553,54.5
"2020","italy","it1920a","no2",35.453649844288,31.75
"2020","italy","it1923a","no2",26.9957083567489,21.5
"2020","italy","it1932a","no2",6.95475751079239,3.8175
"2020","italy","it1932a","pm25",10.9148556464855,9.8
"2020","italy","it1938a","no2",16.9680728492111,12.5763515
"2020","italy","it1938a","o3",60.6890025686034,68.43938
"2020","italy","it1938a","pm25",11.278396888191,10.71224975
"2020","italy","it1940a","no2",10.4915647928534,6.755945125
"2020","italy","it1940a","o3",66.9850126504618,71.67522
"2020","italy","it1940a","pm25",7.72713406170654,7.8975
"2020","italy","it1947a","no2",6.46126835731869,3.6797
"2020","italy","it1947a","pm25",7.82941679595291,5.6232
"2020","italy","it1965a","no2",26.4167566944184,21.717395
"2020","italy","it1965a","o3",49.1014608669748,50.97283
"2020","italy","it1965a","pm25",24.6715778745142,19.8
"2020","italy","it1967a","no2",16.1303673306461,9.860949
"2020","italy","it1967a","o3",40.5982044202796,38.48535
"2020","italy","it1967a","pm25",16.3837986156389,12.875
"2020","italy","it1975a","no2",19.4211714310017,15.5
"2020","italy","it1975a","o3",51.1114114051761,54.5
"2020","italy","it1977a","no2",22.6844702027136,23.5
"2020","italy","it1977a","pm25",13.0159358020661,9.5
"2020","italy","it1989a","no2",15.5159145161298,17.3681215
"2020","italy","it1993a","no2",5.68213573766461,3.13145
"2020","italy","it1993a","o3",45.4375816511737,51.4411
"2020","italy","it1993a","pm25",5.04536573043906,3.2967
"2020","italy","it2003a","no2",9.08337798131872,6.2825
"2020","italy","it2003a","o3",31.066509147246,33.025
"2020","italy","it2003a","pm25",12.9147368363494,10.75
"2020","italy","it2004a","no2",18.893781225377,12.425
"2020","italy","it2004a","pm25",11.9234692425551,7.925
"2020","italy","it2007a","no2",18.102942719337,10.1808805
"2020","italy","it2007a","o3",60.641520664151,68.10747175
"2020","italy","it2008a","no2",8.77983662068111,6.1331
"2020","italy","it2009a","no2",10.3021423467823,7.16675
"2020","italy","it2010a","no2",7.97582411738315,5.13035
"2020","italy","it2013a","no2",20.0102205543034,14
"2020","italy","it2013a","o3",51.600774259156,60
"2020","italy","it2013a","pm25",15.3471646803012,11
"2020","italy","it2019a","no2",11.9470528735268,9.005
"2020","italy","it2019a","pm25",12.5713686561739,10.65
"2020","italy","it2021a","no2",6.90718400917044,4.325
"2020","italy","it2028a","no2",10.3402302280632,8.84873075
"2020","italy","it2028a","o3",56.1333158203767,55.734465
"2020","italy","it2028a","pm25",10.1272759721361,9.1000005
"2020","italy","it2031a","no2",21.4867120895559,16.30674425
"2020","italy","it2031a","o3",58.2211876093228,65.642544
"2020","italy","it2031a","pm25",7.28132970962817,6.10499925
"2020","italy","it2032a","no2",13.9688618739795,11.5
"2020","italy","it2032a","pm25",12.0397544488689,10.25
"2020","italy","it2040a","no2",10.4132768732503,6.295325
"2020","italy","it2040a","o3",52.3146265146912,52.12235
"2020","italy","it2044a","no2",9.96344793286013,8.36
"2020","italy","it2044a","pm25",12.8327219397685,10.7
"2020","italy","it2049a","no2",13.586668918693,9.4691
"2020","italy","it2052a","no2",14.2855297438568,8.70371575
"2020","italy","it2052a","o3",53.9035332143039,58.3955
"2020","italy","it2056a","no2",19.1735649579014,14.9067
"2020","italy","it2056a","o3",41.7441583703615,43.216575
"2020","italy","it2056a","pm25",16.0641838845162,14.5299
"2020","italy","it2059a","o3",40.5472647177623,43.7695
"2020","italy","it2062a","no2",25.9888450295607,16.65956375
"2020","italy","it2062a","pm25",23.6688080586907,17.7
"2020","italy","it2073a","no2",20.2269208889484,16.75
"2020","italy","it2073a","o3",42.3724899988489,39.25
"2020","italy","it2079a","no2",19.706837672717,13.84380925
"2020","italy","it2086a","no2",25.1650087108286,20.1167295
"2020","italy","it2088a","no2",19.0620486319469,15.920274
"2020","italy","it2089a","no2",8.56723260341398,7.28354085
"2020","italy","it2089a","o3",86.8082034454313,82.1240175
"2020","italy","it2089a","pm25",9.04017493546514,8.51
"2020","italy","it2091a","no2",20.2924492573203,15.79335775
"2020","italy","it2092a","no2",16.643118886398,12.93950225
"2020","italy","it2093a","no2",5.31409276162545,2.901484225
"2020","italy","it2093a","o3",83.3741551815087,89.163265
"2020","italy","it2093a","pm25",10.9819181522188,9.43749775
"2020","italy","it2096a","no2",21.969597209184,17.41
"2020","italy","it2096a","o3",43.6427331034688,51.4
"2020","italy","it2102a","no2",27.5929135564886,22.5
"2020","italy","it2105a","no2",12.3761901458212,7.675
"2020","italy","it2105a","pm25",21.2493164030256,17.275
"2020","italy","it2109a","no2",8.23296718444402,6
"2020","italy","it2109a","pm25",11.0212565245799,9.925
"2020","italy","it2110a","no2",18.6241019438919,16.68375225
"2020","italy","it2110a","o3",63.3924344659535,69.9969525
"2020","italy","it2110a","pm25",12.2968533974547,10.4499985
"2020","italy","it2111a","no2",10.2960162893069,7.972171425
"2020","italy","it2111a","pm25",15.4290286692479,13.2000005
"2020","italy","it2118a","no2",20.5931460116353,16
"2020","italy","it2121a","no2",26.3766192121966,19.5
"2020","italy","it2121a","pm25",15.3473226463609,11.5
"2020","italy","it2140a","no2",10.7034944246773,6.3060425
"2020","italy","it2153a","no2",15.0808405920252,10.5
"2020","italy","it2153a","o3",52.6427058810428,63
"2020","italy","it2154a","no2",11.6187362551685,8.5
"2020","italy","it2156a","no2",29.4857971467518,26.25
"2020","italy","it2168a","no2",38.57901174141,31
"2020","italy","it2168a","o3",46.5222078302973,56
"2020","italy","it2171a","no2",24.5162277104726,19
"2020","italy","it2172a","no2",21.8004415330772,16
"2020","italy","it2172a","o3",62.2034321269128,64
"2020","italy","it2173a","no2",19.6148912405631,14
"2020","italy","it2173a","o3",58.8201946490001,64
"2020","italy","it2174a","no2",21.9798410435577,19
"2020","italy","it2175a","no2",8.58365677720485,5
"2020","italy","it2177a","no2",19.5443273525125,12.45
"2020","italy","it2183a","no2",16.067069148402,12.5
"2020","italy","it2184a","no2",27.2207157785798,20.75
"2020","italy","it2201a","no2",12.110546893558,8.51375
"2020","italy","it2207a","no2",5.63494373859749,3.6550364
"2020","italy","it2207a","o3",77.8659126983283,81.2687025
"2020","italy","it2233a","no2",19.7746829662733,12
"2020","italy","it2233a","o3",50.4353371833997,61
"2020","italy","it2233a","pm25",12.4850291730007,9.5
"2020","italy","it2239a","no2",10.3063956889527,7.5
"2020","luxembourg","lu0101a","no2",24.5826774652561,21.6
"2020","luxembourg","lu0101a","o3",49.4248976254598,52.5
"2020","luxembourg","lu0101a","pm25",9.31664021066798,8.5
"2020","luxembourg","lu0102a","no2",17.9702470127063,13.15
"2020","luxembourg","lu0102a","o3",53.1785173004822,57.5
"2020","luxembourg","lu0102a","pm25",10.3805472597572,8
"2020","netherlands","nl00136","no2",18.7024924729664,15.0075
"2020","netherlands","nl00136","pm25",8.14916549314357,6.5595
"2020","netherlands","nl00138","pm25",7.22116690135084,5.36125
"2020","netherlands","nl00236","no2",17.5536232403827,14.095
"2020","netherlands","nl00236","o3",50.0649728800036,51.0125
"2020","netherlands","nl00237","no2",21.1678385047397,16.9725
"2020","netherlands","nl00247","no2",13.3898707949111,10.3325
"2020","netherlands","nl00247","o3",52.9660243589209,54.64
"2020","netherlands","nl00247","pm25",9.97998737078906,8.37475
"2020","netherlands","nl00404","no2",19.0295102654574,13.9525
"2020","netherlands","nl00404","o3",50.5275352683787,51.5425
"2020","netherlands","nl00404","pm25",6.98892303917052,5.31325
"2020","netherlands","nl00418","no2",23.6509727163916,18.6
"2020","netherlands","nl00418","o3",48.2956345070894,49.565
"2020","netherlands","nl00418","pm25",8.31958554620116,6.41975
"2020","netherlands","nl00442","no2",16.6563962604485,12.935
"2020","netherlands","nl00442","o3",52.3285305556834,53.45
"2020","netherlands","nl00445","no2",23.6024134776804,20.045
"2020","netherlands","nl00448","pm25",9.92871871559088,7.9925
"2020","netherlands","nl00636","no2",19.7131828748766,16.9375
"2020","netherlands","nl00636","pm25",10.5028212509398,8.872
"2020","netherlands","nl00639","no2",21.9392878402395,17.5575
"2020","netherlands","nl00639","o3",47.099473406262,47.435
"2020","netherlands","nl00643","no2",15.5052557019607,12.1225
"2020","netherlands","nl00643","o3",48.7426738729427,49.425
"2020","netherlands","nl00643","pm25",8.78979657627138,7.41575
"2020","netherlands","nl00741","no2",24.3460671220992,20.93
"2020","netherlands","nl00741","pm25",9.76230630657495,8.0515
"2020","netherlands","nl00742","no2",16.2901214975158,12.375
"2020","netherlands","nl00742","o3",51.1815855939553,51.36
"2020","netherlands","nl00742","pm25",9.72006485420497,7.933
"2020","netherlands","nl00821","pm25",7.45572352905713,6.0175
"2020","netherlands","nl00937","no2",19.2954600046118,16.8275
"2020","netherlands","nl00937","pm25",7.6399197419861,5.4565
"2020","spain","es0041a","no2",26.1009096549435,27
"2020","spain","es0041a","pm25",9.38753682502674,7
"2020","spain","es0110a","no2",19.0637263304368,14.5
"2020","spain","es0110a","pm25",8.35953619793575,7.5
"2020","spain","es0115a","no2",29.1877665618446,21.5
"2020","spain","es0118a","no2",35.1766110919898,28
"2020","spain","es0118a","o3",46.4654926152521,51.4675
"2020","spain","es0118a","pm25",10.8210675628917,8
"2020","spain","es0120a","no2",32.1360541653466,21.5
"2020","spain","es0124a","no2",24.6712499389221,15.5
"2020","spain","es0124a","o3",52.1363097315099,61.0225
"2020","spain","es0125a","no2",31.4735367088013,20
"2020","spain","es0125a","o3",45.3484602639135,55.89
"2020","spain","es0126a","no2",27.3288844280696,18
"2020","spain","es0126a","o3",52.1822458220597,62.9575
"2020","spain","es0691a","no2",28.9145685023846,24
"2020","spain","es0692a","no2",24.5036154034592,18
"2020","spain","es0817a","no2",22.6470664732616,18.5
"2020","spain","es0880a","no2",15.2109178430097,11
"2020","spain","es0880a","o3",38.0015495185177,41
"2020","spain","es0880a","pm25",9.67024619189596,7.5
"2020","spain","es0890a","no2",24.1937317117634,22.5
"2020","spain","es0890a","o3",48.8755834225863,57.5
"2020","spain","es1018a","no2",26.3485150939497,22.5
"2020","spain","es1018a","o3",45.4767416647634,50.5
"2020","spain","es1037a","no2",18.0281466006079,12
"2020","spain","es1038a","no2",7.53970712276266,5
"2020","spain","es1038a","o3",36.980265775381,38.5
"2020","spain","es1039a","no2",11.5473833592544,7.5
"2020","spain","es1047a","no2",23.1856948914905,17.7
"2020","spain","es1047a","o3",45.7617846554675,53.285
"2020","spain","es1096a","no2",18.9527048816561,16
"2020","spain","es1096a","o3",32.6945027968258,34
"2020","spain","es1096a","pm25",8.01795147007288,5.5
"2020","spain","es1125a","no2",18.0665263701441,13.5
