"theYear","country","code","name","mean","median"
"2015 - 2019","belgium","belrl01","pm25",13.8230465103981,9.5
"2015 - 2019","belgium","betb004","no2",32.3387780006227,28
"2015 - 2019","belgium","betb004","o3",35.3675613289103,32.25
"2015 - 2019","belgium","betb006","no2",30.7546647222901,25.75
"2015 - 2019","belgium","betb006","o3",44.8797805495463,42.5
"2015 - 2019","belgium","betb008","no2",46.6251929789005,47.5
"2015 - 2019","belgium","betr001","no2",34.4027559181544,31.5
"2015 - 2019","belgium","betr001","o3",37.7830364975894,34.75
"2015 - 2019","belgium","betr001","pm25",13.8847636962784,10.1125
"2015 - 2019","belgium","betr002","no2",43.4873298204526,42
"2015 - 2019","belgium","betr221","no2",25.1222393296668,21
"2015 - 2019","belgium","betr221","o3",42.5930868752173,38.75
"2015 - 2019","belgium","betr221","pm25",10.4226073275634,6.52099999
"2015 - 2019","belgium","betr501","no2",28.7268202499523,25.125
"2015 - 2019","belgium","betr501","pm25",12.1187215318033,7.729749995
"2015 - 2019","belgium","betr701","no2",26.6708092070406,23
"2015 - 2019","belgium","betr701","o3",42.4837042039909,42.5
"2015 - 2019","belgium","betr701","pm25",14.4255898746376,10.5
"2015 - 2019","belgium","betr702","no2",35.4808387566431,32.375
"2015 - 2019","belgium","betr702","pm25",13.9680051882959,10
"2015 - 2019","belgium","betr801","no2",35.7975314336997,32.375
"2015 - 2019","belgium","betr801","o3",32.4418472726751,30.25
"2015 - 2019","belgium","betr801","pm25",14.3061983799759,10.5
"2015 - 2019","belgium","betr802","no2",41.740191834302,39
"2015 - 2019","belgium","betr802","pm25",14.6527122788523,10.5
"2015 - 2019","france","fr01011","no2",20.1950974799062,15.835
"2015 - 2019","france","fr01011","o3",45.4142862844271,46.6
"2015 - 2019","france","fr01011","pm25",12.1388365609464,10.2999999975
"2015 - 2019","france","fr01012","no2",18.2876746335437,13.55
"2015 - 2019","france","fr01014","no2",15.9767922683765,12.5
"2015 - 2019","france","fr01019","no2",17.3999259240301,13.365
"2015 - 2019","france","fr01020","no2",24.124603060419,21.05
"2015 - 2019","france","fr01020","o3",43.4571478886757,44.215
"2015 - 2019","france","fr01020","pm25",11.8272073848266,9.45
"2015 - 2019","france","fr01064","no2",30.4523504114429,26.29999999
"2015 - 2019","france","fr01065","no2",22.6488921418268,19.215
"2015 - 2019","france","fr01065","pm25",13.1523305322637,10.25
"2015 - 2019","france","fr02012","no2",15.5491425839183,12.25
"2015 - 2019","france","fr02012","o3",65.0406665118495,70.0999999925
"2015 - 2019","france","fr02022","no2",20.0679584121986,16.275
"2015 - 2019","france","fr02022","o3",55.5060917840359,61.499999995
"2015 - 2019","france","fr02041","no2",16.5668323603525,10.95
"2015 - 2019","france","fr02041","o3",61.553015844737,67.899999995
"2015 - 2019","france","fr03006","no2",48.627246134571,45
"2015 - 2019","france","fr03006","pm25",15.6122039011385,13.599999995
"2015 - 2019","france","fr03014","no2",36.5308209657128,29.7
"2015 - 2019","france","fr03021","no2",42.5897570737375,39.125
"2015 - 2019","france","fr03029","no2",25.0330336979365,18.9
"2015 - 2019","france","fr03029","o3",50.0779972725429,44.625
"2015 - 2019","france","fr03029","pm25",12.1799179094281,10.175
"2015 - 2019","france","fr03032","no2",18.9716970977923,13
"2015 - 2019","france","fr03032","o3",59.3593886832213,64.774999995
"2015 - 2019","france","fr03043","no2",27.70755850067,22.4
"2015 - 2019","france","fr03043","o3",56.6657833376571,64.3125
"2015 - 2019","france","fr03043","pm25",12.3112871656282,10.5625
"2015 - 2019","france","fr03060","no2",19.9145339434447,13.5875
"2015 - 2019","france","fr03060","o3",51.8748527835388,56.1875
"2015 - 2019","france","fr03068","no2",40.5130461852907,35.125
"2015 - 2019","france","fr03069","o3",70.6566898835798,76.1374999975
"2015 - 2019","france","fr03080","no2",17.8353434392726,12.4
"2015 - 2019","france","fr03080","o3",59.7637487705292,65.375
"2015 - 2019","france","fr03080","pm25",11.7098851676233,9
"2015 - 2019","france","fr03087","no2",28.2805957646012,24.4
"2015 - 2019","france","fr04002","no2",31.104025105356,24.025
"2015 - 2019","france","fr04002","pm25",12.9091230068563,9.239999995
"2015 - 2019","france","fr04004","no2",37.4645201253635,34.0749999925
"2015 - 2019","france","fr04004","o3",40.5226055432602,40.212499995
"2015 - 2019","france","fr04012","no2",76.9216947505134,76.774999995
"2015 - 2019","france","fr04014","no2",34.5428196260252,32
"2015 - 2019","france","fr04017","no2",35.498243773881,33.149999995
"2015 - 2019","france","fr04017","o3",39.4071016402449,38.7624999975
"2015 - 2019","france","fr04018","no2",34.9730748151687,32.524999995
"2015 - 2019","france","fr04023","o3",50.3423061487623,50.54999999
"2015 - 2019","france","fr04031","no2",48.422891797988,46.449999995
"2015 - 2019","france","fr04034","no2",29.9414964498788,25.9625
"2015 - 2019","france","fr04034","o3",45.6320774337452,48.29999999
"2015 - 2019","france","fr04034","pm25",12.5384406176618,9.34
"2015 - 2019","france","fr04037","no2",30.9120715367359,27.2
"2015 - 2019","france","fr04037","o3",42.081903650822,44.125
"2015 - 2019","france","fr04051","no2",26.9905771489301,22.7625
"2015 - 2019","france","fr04055","no2",31.9640804442115,32
"2015 - 2019","france","fr04055","o3",34.0188704643337,32.3499999975
"2015 - 2019","france","fr04055","pm25",10.278619065989,8.199999995
"2015 - 2019","france","fr04058","no2",80.5312232576481,79.075
"2015 - 2019","france","fr04058","pm25",19.7684173687711,16.76999999
"2015 - 2019","france","fr04059","no2",31.0482893971769,26.5
"2015 - 2019","france","fr04060","no2",34.3555299919483,31.324999995
"2015 - 2019","france","fr04071","no2",48.8543831664563,46
"2015 - 2019","france","fr04098","no2",25.2851508662258,20.65
"2015 - 2019","france","fr04098","o3",45.4292963948298,47.0625
"2015 - 2019","france","fr04100","no2",28.7862493134999,25
"2015 - 2019","france","fr04100","o3",44.2206368147576,46.725
"2015 - 2019","france","fr04101","no2",28.9911438228468,24.45
"2015 - 2019","france","fr04101","o3",42.7992260848142,43.7249999975
"2015 - 2019","france","fr04118","no2",67.1913375657929,68.399999995
"2015 - 2019","france","fr04123","no2",55.4451689836777,52.749999995
"2015 - 2019","france","fr04131","no2",55.7483480230462,51.449999995
"2015 - 2019","france","fr04135","no2",43.256971400752,39.587499995
"2015 - 2019","france","fr04141","no2",58.169052215125,54.9499999975
"2015 - 2019","france","fr04149","no2",23.2775201912039,19
"2015 - 2019","france","fr04149","o3",44.9283202090623,45
"2015 - 2019","france","fr04150","no2",31.946224787829,29.15
"2015 - 2019","france","fr04156","no2",29.9978485254873,25.9499999975
"2015 - 2019","france","fr04156","pm25",11.7437375583327,8.365
"2015 - 2019","france","fr04179","no2",27.4985996342203,22.699999995
"2015 - 2019","france","fr04323","no2",25.9115588767819,21.65
"2015 - 2019","france","fr04329","no2",65.1842969697846,62.3
"2015 - 2019","france","fr04329","pm25",17.2805283493469,13.55
"2015 - 2019","france","fr05070","no2",18.5766035309117,15.75
"2015 - 2019","france","fr05074","o3",57.4851037290766,60.75
"2015 - 2019","france","fr05074","pm25",10.292921341921,6.25
"2015 - 2019","france","fr05078","no2",18.5130941685387,14.7
"2015 - 2019","france","fr05089","no2",36.1037272858348,33.249999995
"2015 - 2019","france","fr05089","pm25",10.935225724214,7.9
"2015 - 2019","france","fr06001","no2",19.2096442636824,15.45
"2015 - 2019","france","fr06001","o3",45.791963752729,42
"2015 - 2019","france","fr06001","pm25",14.2879080328793,10.09
"2015 - 2019","france","fr06003","no2",17.1546981968727,13.8375
"2015 - 2019","france","fr06003","o3",45.6155027871485,43.55
"2015 - 2019","france","fr06003","pm25",13.8993052773112,10.99
"2015 - 2019","france","fr06006","no2",32.3188688929681,29.0574999975
"2015 - 2019","france","fr06006","pm25",14.8628397605101,11.2249999925
"2015 - 2019","france","fr06007","no2",15.6170840716875,12.939999995
"2015 - 2019","france","fr06007","o3",45.0024815905484,45.2599999975
"2015 - 2019","france","fr07004","no2",20.7603454827883,13.049999995
"2015 - 2019","france","fr07004","o3",53.7443379028531,60.1499999975
"2015 - 2019","france","fr07004","pm25",10.1821534903066,7.249999995
"2015 - 2019","france","fr07009","no2",21.4947442190288,13.799999995
"2015 - 2019","france","fr07009","o3",55.516368559847,61.625
"2015 - 2019","france","fr07034","no2",37.1201027200102,31.5
"2015 - 2019","france","fr07034","pm25",11.4914479955489,8.975
"2015 - 2019","france","fr07039","no2",31.328889662387,26.4249999975
"2015 - 2019","france","fr08003","no2",27.993364816235,24.04999999
"2015 - 2019","france","fr08004","no2",43.2692806341474,39.35
"2015 - 2019","france","fr08016","no2",20.0690524236728,13.805
"2015 - 2019","france","fr08016","o3",57.8119906756003,65.6775
"2015 - 2019","france","fr08016","pm25",11.1294346345791,9.2499999975
"2015 - 2019","france","fr08030","no2",29.2199006197457,23.299999995
"2015 - 2019","france","fr08030","pm25",13.9246311560327,12.245
"2015 - 2019","france","fr08614","no2",16.5441390009587,10.499999995
"2015 - 2019","france","fr08614","o3",61.7900729276717,68.749999995
"2015 - 2019","france","fr08614","pm25",10.8968078500203,8.1199999975
"2015 - 2019","france","fr08616","no2",36.7499579708213,31.3
"2015 - 2019","france","fr08713","no2",14.6862546714267,9.32499999
"2015 - 2019","france","fr08713","o3",65.9080023352964,75.09999999
"2015 - 2019","france","fr08714","no2",16.8368103268933,11.23
"2015 - 2019","france","fr08714","o3",63.3628156159545,70.2149999925
"2015 - 2019","france","fr08714","pm25",9.85926053111495,7.269999995
"2015 - 2019","france","fr09003","no2",18.5633836363492,15.8
"2015 - 2019","france","fr09003","o3",53.9116164343046,56.6
"2015 - 2019","france","fr09003","pm25",9.66721727845154,7.5
"2015 - 2019","france","fr09015","no2",11.5793904642213,8.249999995
"2015 - 2019","france","fr09015","o3",55.0033498235868,57.6
"2015 - 2019","france","fr09103","no2",17.23841342844,13.12
"2015 - 2019","france","fr09103","o3",49.1571643976487,50.1
"2015 - 2019","france","fr09103","pm25",9.48833394347713,7.5
"2015 - 2019","france","fr09106","no2",32.2897916183495,25.05
"2015 - 2019","france","fr09203","pm25",8.81975228490076,7
"2015 - 2019","france","fr09399","no2",31.5770259163883,27.4325
"2015 - 2019","france","fr09404","no2",19.7593969328717,16.4399999975
"2015 - 2019","france","fr09404","o3",48.1317976063801,52.1075
"2015 - 2019","france","fr09404","pm25",11.0995298219689,8.4
"2015 - 2019","france","fr10016","pm25",10.6070147409072,6.275
"2015 - 2019","france","fr10026","no2",15.9782224932707,11.3
"2015 - 2019","france","fr10026","o3",51.8219367696876,54.2225
"2015 - 2019","france","fr10041","no2",15.0287432868189,11.615
"2015 - 2019","france","fr10041","o3",45.1575557986607,47.5099999975
"2015 - 2019","france","fr11016","no2",23.0211494908216,19.93
"2015 - 2019","france","fr11016","o3",42.3733212548684,44.29999999
"2015 - 2019","france","fr11034","no2",30.3746155936062,28.399999995
"2015 - 2019","france","fr11034","pm25",15.2211230236761,11.6825
"2015 - 2019","france","fr12004","no2",18.4231646297469,11.625
"2015 - 2019","france","fr12004","o3",55.0826210974686,61.65
"2015 - 2019","france","fr12021","no2",18.6083465951781,11.74
"2015 - 2019","france","fr12021","o3",56.1522259490793,61.2224999975
"2015 - 2019","france","fr12021","pm25",9.56358434447383,7.6
"2015 - 2019","france","fr12026","no2",14.5704509127574,10.6
"2015 - 2019","france","fr12026","o3",52.9206213028591,59.04
"2015 - 2019","france","fr12030","no2",18.4002166484493,12.325
"2015 - 2019","france","fr12030","o3",55.8612965658709,61.79999999
"2015 - 2019","france","fr12030","pm25",9.73935477696081,7.799999995
"2015 - 2019","france","fr12042","no2",12.4023581759276,7.139999995
"2015 - 2019","france","fr12042","o3",54.2961458033244,57.2324999975
"2015 - 2019","france","fr12052","no2",14.8326867182859,9.25
"2015 - 2019","france","fr12052","o3",52.4770794217469,58.7325
"2015 - 2019","france","fr12053","no2",7.6114473082051,5.2299999975
"2015 - 2019","france","fr12053","o3",57.1882191869883,61.239999995
"2015 - 2019","france","fr12054","no2",41.1536094948011,33.3249999975
"2015 - 2019","france","fr12054","pm25",11.8586226318132,9.375
"2015 - 2019","france","fr14011","no2",43.2020519811484,39.1449999975
"2015 - 2019","france","fr14011","pm25",14.1519395671462,11.25
"2015 - 2019","france","fr14012","no2",16.9066003433676,13.44
"2015 - 2019","france","fr14012","o3",49.5697914386023,50.9324999975
"2015 - 2019","france","fr14012","pm25",12.3761600691618,9.699999995
"2015 - 2019","france","fr14022","no2",13.6622924745513,10.8249999975
"2015 - 2019","france","fr14022","o3",48.7665160330931,49.57
"2015 - 2019","france","fr14028","no2",27.0225873821955,24.087499995
"2015 - 2019","france","fr14028","pm25",11.4463823766178,8.749999995
"2015 - 2019","france","fr14031","no2",17.0422985597333,14.599999995
"2015 - 2019","france","fr14031","o3",46.9755722598117,45.5
"2015 - 2019","france","fr14033","no2",13.4913084798361,10.58
"2015 - 2019","france","fr14033","o3",49.3168033276525,49.065
"2015 - 2019","france","fr14033","pm25",12.6051221793044,8.739999995
"2015 - 2019","france","fr14042","no2",11.4261381744843,9.499999995
"2015 - 2019","france","fr14042","o3",53.5058938706882,53.265
"2015 - 2019","france","fr14042","pm25",11.3494030907028,8.799999995
"2015 - 2019","france","fr14051","no2",15.2685330752147,11.64
"2015 - 2019","france","fr14051","o3",46.3725199727294,45.9124999975
"2015 - 2019","france","fr15018","no2",17.6053969565042,13.35
"2015 - 2019","france","fr15018","o3",48.0541325346563,52.05
"2015 - 2019","france","fr15038","no2",24.9990534309304,17.54999999
"2015 - 2019","france","fr15038","o3",43.5375204201014,45
"2015 - 2019","france","fr15043","no2",20.2511316723631,15.875
"2015 - 2019","france","fr15043","o3",42.231144447679,42.4375
"2015 - 2019","france","fr15043","pm25",13.1956415816371,10.4
"2015 - 2019","france","fr15046","no2",45.6011509858555,41.234999995
"2015 - 2019","france","fr16029","no2",21.1021366990118,17.19999999
"2015 - 2019","france","fr16029","o3",44.3926943915142,44.7725
"2015 - 2019","france","fr16034","no2",46.4182567456386,43.525
"2015 - 2019","france","fr16040","no2",45.1465138015233,40.912499995
"2015 - 2019","france","fr16054","no2",27.3543529112521,25.625
"2015 - 2019","france","fr16057","no2",24.6041121472757,20.787499995
"2015 - 2019","france","fr16066","no2",16.4266421611428,12.215
"2015 - 2019","france","fr16066","o3",48.8949219560264,48.424999995
"2015 - 2019","france","fr16066","pm25",13.3243578316534,10.4199999975
"2015 - 2019","france","fr16069","no2",35.2694983719679,32.774999995
"2015 - 2019","france","fr18042","no2",20.0126686079823,18.349999995
"2015 - 2019","france","fr18042","o3",48.5734916055823,49.68999999
"2015 - 2019","france","fr18042","pm25",13.8736288430912,10.525
"2015 - 2019","france","fr18043","no2",22.0961602364007,18.375
"2015 - 2019","france","fr18043","o3",45.1575468340772,46.68
"2015 - 2019","france","fr18043","pm25",11.6737467619551,8.4
"2015 - 2019","france","fr18053","no2",19.3754891813082,17.07
"2015 - 2019","france","fr18053","o3",42.7014575176182,42.3324999925
"2015 - 2019","france","fr18053","pm25",12.2840132862573,8.25
"2015 - 2019","france","fr18079","no2",25.3133009516643,19.925
"2015 - 2019","france","fr18079","pm25",11.4570691788337,8.4
"2015 - 2019","france","fr18080","no2",24.3222699898374,20.364999995
"2015 - 2019","france","fr18080","pm25",13.7269258119619,9.925
"2015 - 2019","france","fr18089","no2",29.6626461821811,26.4399999975
"2015 - 2019","france","fr18089","pm25",13.5644709253935,10.175
"2015 - 2019","france","fr19002","no2",22.8134048779298,18.235
"2015 - 2019","france","fr19002","pm25",11.7863253889142,8.825
"2015 - 2019","france","fr19007","no2",34.0510101209824,30.775
"2015 - 2019","france","fr19010","no2",17.2945308083542,13.29
"2015 - 2019","france","fr19010","o3",49.1352612994241,51.949999995
"2015 - 2019","france","fr19012","no2",12.5599330411189,9.15
"2015 - 2019","france","fr19012","o3",60.3525878830983,63.625
"2015 - 2019","france","fr19012","pm25",7.65387371037663,6.33249999
"2015 - 2019","france","fr19014","no2",30.3060743782709,26.1749999975
"2015 - 2019","france","fr19017","o3",49.4368470226666,52.25
"2015 - 2019","france","fr19017","pm25",9.49587853071539,7.15
"2015 - 2019","france","fr19032","no2",10.1611851212731,5.789999995
"2015 - 2019","france","fr19032","o3",58.0560942218537,61.175
"2015 - 2019","france","fr19032","pm25",9.49989170147322,6.4
"2015 - 2019","france","fr19033","no2",11.5290455531865,8.299999995
"2015 - 2019","france","fr19033","o3",54.1475273398613,56.8249999975
"2015 - 2019","france","fr19033","pm25",8.61786452326761,5.95
"2015 - 2019","france","fr19061","no2",11.4346748574363,8.149999995
"2015 - 2019","france","fr19061","o3",58.1407155147235,60.174999995
"2015 - 2019","france","fr20017","no2",31.2423685062794,26.974999995
"2015 - 2019","france","fr20017","o3",44.6837386342272,47.2699999975
"2015 - 2019","france","fr20019","no2",37.4808451840185,29.925
"2015 - 2019","france","fr20046","no2",21.85533367138,15.2
"2015 - 2019","france","fr20046","o3",47.7704381020968,52.6875
"2015 - 2019","france","fr20046","pm25",12.1257606390758,8.3
"2015 - 2019","france","fr20062","no2",27.0364006623845,20.0999999975
"2015 - 2019","france","fr20062","o3",50.3916969499013,54.899999995
"2015 - 2019","france","fr20062","pm25",14.0989479536104,10.9
"2015 - 2019","france","fr20069","no2",69.675951004697,67.1
"2015 - 2019","france","fr21001","no2",15.1168201303911,11.6249999975
"2015 - 2019","france","fr21001","o3",51.5524842603302,52.5625
"2015 - 2019","france","fr21001","pm25",9.61501133043136,6.94999999
"2015 - 2019","france","fr21016","no2",25.8726711843502,23.887499995
"2015 - 2019","france","fr21019","no2",14.8372232274428,10.325
"2015 - 2019","france","fr21019","o3",52.5219080147684,55.605
"2015 - 2019","france","fr21021","no2",12.1773211751019,9.5
"2015 - 2019","france","fr21021","o3",47.1945428239413,49.125
"2015 - 2019","france","fr21035","no2",13.842351749134,9.625
"2015 - 2019","france","fr21035","o3",58.9667392268781,61.65
"2015 - 2019","france","fr21040","no2",12.1889707350057,9.625
"2015 - 2019","france","fr21040","o3",55.0200513344906,56.3749999975
"2015 - 2019","france","fr22022","o3",48.5529978171524,48.43999999
"2015 - 2019","france","fr22054","no2",20.9948887375099,15.525
"2015 - 2019","france","fr22054","o3",50.060251381918,49.825
"2015 - 2019","france","fr22054","pm25",11.8566551498111,8.95
"2015 - 2019","france","fr23078","no2",10.6668342947338,7.25
"2015 - 2019","france","fr23078","o3",55.7559480910112,58.025
"2015 - 2019","france","fr23107","no2",15.0942829128725,10.5
"2015 - 2019","france","fr23110","no2",9.51991740578059,6.29999999
"2015 - 2019","france","fr23110","o3",61.0358894203508,63.012499995
"2015 - 2019","france","fr23110","pm25",9.20589575106895,6.5749999975
"2015 - 2019","france","fr23120","no2",15.3199627363811,12.1999999975
"2015 - 2019","france","fr23120","pm25",10.9818626178063,8.25
"2015 - 2019","france","fr23123","no2",13.5997573735013,9.625
"2015 - 2019","france","fr23123","o3",51.3454958885137,53.1249999975
"2015 - 2019","france","fr23140","no2",35.2461093670839,28.75
"2015 - 2019","france","fr23140","pm25",11.9168407875825,9.5
"2015 - 2019","france","fr23150","no2",10.836852511182,7.9
"2015 - 2019","france","fr23150","o3",55.7211064651353,58.34999999
"2015 - 2019","france","fr23152","no2",10.147835187627,7.049999995
"2015 - 2019","france","fr23152","o3",58.0288004675957,58.55
"2015 - 2019","france","fr23174","no2",13.8594569006525,10.649999995
"2015 - 2019","france","fr23181","no2",9.5137048063109,5.95
"2015 - 2019","france","fr23182","no2",12.2908902010452,9.09999999
"2015 - 2019","france","fr23182","o3",54.6519135870834,55.2249999975
"2015 - 2019","france","fr23182","pm25",10.500629620453,7.774999995
"2015 - 2019","france","fr23188","no2",14.2900510650079,9.8749999925
"2015 - 2019","france","fr23188","o3",55.8682144025323,58.199999995
"2015 - 2019","france","fr23188","pm25",11.3013634410175,8.95
"2015 - 2019","france","fr24009","no2",23.1870575706114,17.025
"2015 - 2019","france","fr24009","o3",58.8318968707575,67.1
"2015 - 2019","france","fr24009","pm25",15.7156527766453,12.875
"2015 - 2019","france","fr24015","o3",69.5090274514226,74.575
"2015 - 2019","france","fr24018","no2",11.1359944584679,7.5
"2015 - 2019","france","fr24018","o3",62.3470714180145,68.399999995
"2015 - 2019","france","fr24018","pm25",10.9594802868308,9
"2015 - 2019","france","fr24033","no2",19.7202917079936,11.8
"2015 - 2019","france","fr24033","o3",52.1044936947504,56.5
"2015 - 2019","france","fr24033","pm25",12.7629847470887,11
"2015 - 2019","france","fr24035","no2",44.4426389326806,42.5749999975
"2015 - 2019","france","fr24035","pm25",13.845753959504,12.849999995
"2015 - 2019","france","fr24036","no2",34.1197573098996,30.15
"2015 - 2019","france","fr24036","o3",46.484575873469,52.75
"2015 - 2019","france","fr24036","pm25",12.8382436622049,12
"2015 - 2019","france","fr24038","no2",30.1683126443485,22.5
"2015 - 2019","france","fr24038","pm25",11.9558020192002,10
"2015 - 2019","france","fr25036","no2",23.5064266432896,20.1249999975
"2015 - 2019","france","fr25036","o3",43.3550015904994,46.05
"2015 - 2019","france","fr25036","pm25",11.0451214461854,7.799999995
"2015 - 2019","france","fr25039","no2",14.9590234320934,10.775
"2015 - 2019","france","fr25039","o3",48.7194533155205,51.274999995
"2015 - 2019","france","fr25043","no2",15.9521413248653,12.15
"2015 - 2019","france","fr25043","o3",46.8849262585684,48.1
"2015 - 2019","france","fr25051","no2",36.4850698356955,33.749999995
"2015 - 2019","france","fr25051","pm25",13.4699901857223,10.425
"2015 - 2019","france","fr26014","no2",22.8040594302448,19.699999995
"2015 - 2019","france","fr26016","no2",11.9821470570514,8.6799999925
"2015 - 2019","france","fr26016","o3",52.0153785189794,53.9574999975
"2015 - 2019","france","fr26017","no2",10.518628553412,7.899999995
"2015 - 2019","france","fr26017","o3",51.0261405281596,54.78999999
"2015 - 2019","france","fr26019","no2",12.8119026551501,9.19999999
"2015 - 2019","france","fr26019","o3",48.9967760785952,50.8774999925
"2015 - 2019","france","fr26019","pm25",9.23768154343817,6.274999995
"2015 - 2019","france","fr26043","no2",21.9702817494265,17.632499995
"2015 - 2019","france","fr26043","pm25",10.2081913810377,6.7749999925
"2015 - 2019","france","fr27002","no2",24.6464568501191,20.75
"2015 - 2019","france","fr27002","o3",46.7590700632182,46.899999995
"2015 - 2019","france","fr27007","no2",14.1727144102158,10.75
"2015 - 2019","france","fr27007","o3",46.480593409477,48.25
"2015 - 2019","france","fr28028","no2",15.8192420955689,12.124999995
"2015 - 2019","france","fr28028","o3",47.9311601624504,49.425
"2015 - 2019","france","fr28028","pm25",13.3475523987952,9.09999999
"2015 - 2019","france","fr29423","no2",18.9633567980464,16.3
"2015 - 2019","france","fr29423","o3",51.4589984581692,53.8125
"2015 - 2019","france","fr29424","no2",18.4753641654525,13.1499999975
"2015 - 2019","france","fr29424","o3",54.5189947391704,58.425
"2015 - 2019","france","fr29424","pm25",8.49430296152948,6.2
"2015 - 2019","france","fr29426","no2",26.828725875869,21.625
"2015 - 2019","france","fr29426","o3",47.2877884043093,51.0625
"2015 - 2019","france","fr29426","pm25",10.6879437116067,8.799999995
"2015 - 2019","france","fr30016","no2",27.758649959402,24.6249999925
"2015 - 2019","france","fr30018","no2",17.8129407737559,14.889999995
"2015 - 2019","france","fr30018","o3",44.5491580221538,46.877499995
"2015 - 2019","france","fr30019","no2",13.476963636687,10.5774999975
"2015 - 2019","france","fr30019","o3",50.7567895384449,52.0999999975
"2015 - 2019","france","fr30020","no2",16.0196942635979,13.025
"2015 - 2019","france","fr30020","o3",45.4912441871198,47.85
"2015 - 2019","france","fr30026","no2",23.8571256531012,19.675
"2015 - 2019","france","fr30026","pm25",12.1222189593633,9.325
"2015 - 2019","france","fr30034","no2",21.2973043798083,17.125
"2015 - 2019","france","fr30034","o3",46.4294406526571,45.5075
"2015 - 2019","france","fr30034","pm25",11.7120997230108,9.14999999
"2015 - 2019","france","fr30036","no2",26.2000967649127,23.9249999975
"2015 - 2019","france","fr30036","pm25",11.1076467203869,8.674999995
"2015 - 2019","france","fr31001","no2",15.6094934000582,9.749999995
"2015 - 2019","france","fr31001","o3",54.4347484147138,58.399999995
"2015 - 2019","france","fr31002","no2",16.9743241739505,11.099999995
"2015 - 2019","france","fr31002","o3",51.0216594487769,57
"2015 - 2019","france","fr31002","pm25",11.8323330474203,8.775
"2015 - 2019","france","fr31003","no2",21.6441003409129,15.775
"2015 - 2019","france","fr31006","no2",24.9489564105613,20.574999995
"2015 - 2019","france","fr31013","no2",12.7814888773723,7.2
"2015 - 2019","france","fr31013","o3",50.0164897280865,52.75
"2015 - 2019","france","fr31013","pm25",7.82339715736345,6
"2015 - 2019","france","fr31016","no2",15.8242644421386,12.125
"2015 - 2019","france","fr31016","o3",51.6889593550459,53.82499999
"2015 - 2019","france","fr31016","pm25",11.1155777799918,10
"2015 - 2019","france","fr31017","no2",27.249142420184,21.3
"2015 - 2019","france","fr31033","no2",11.3786225191308,8.174999995
"2015 - 2019","france","fr31033","o3",51.4786532848773,54.75
"2015 - 2019","france","fr31033","pm25",6.68530790453343,5.2749999975
"2015 - 2019","france","fr31036","no2",12.0311541730842,8.9249999975
"2015 - 2019","france","fr31036","o3",46.9773111678785,51.25
"2015 - 2019","france","fr31036","pm25",9.8181091738886,7
"2015 - 2019","france","fr31039","no2",27.2629197553241,20.25
"2015 - 2019","france","fr31041","no2",16.2161309070531,11.5
"2015 - 2019","france","fr31041","pm25",10.195673180306,7.825
"2015 - 2019","france","fr32001","no2",26.9803641183871,23.9375
"2015 - 2019","france","fr32001","pm25",10.7687819873571,7.749999995
"2015 - 2019","france","fr32005","no2",15.7627045127842,13.225
"2015 - 2019","france","fr32005","o3",49.3143603748174,54.315
"2015 - 2019","france","fr32007","no2",14.3397597711354,10.624999995
"2015 - 2019","france","fr32007","o3",60.5501702152664,62.0749999975
"2015 - 2019","france","fr32007","pm25",8.3122020772012,5.9
"2015 - 2019","france","fr33101","no2",23.0126081071645,18.4999999925
"2015 - 2019","france","fr33101","o3",44.9366738421779,47
"2015 - 2019","france","fr33101","pm25",12.6781547871256,10.599999995
"2015 - 2019","france","fr33102","no2",17.3061914908031,11.875
"2015 - 2019","france","fr33102","o3",54.1275788586771,60.1
"2015 - 2019","france","fr33105","no2",30.871107658775,26.25
"2015 - 2019","france","fr33111","no2",12.4742934617226,6.75
"2015 - 2019","france","fr33111","o3",51.7144627721238,57.5
"2015 - 2019","france","fr33120","no2",25.2557486488561,17
"2015 - 2019","france","fr33120","o3",43.667602182705,36.75
"2015 - 2019","france","fr33121","no2",20.8474290858094,14.175
"2015 - 2019","france","fr33121","o3",44.5239331292393,44.0749999975
"2015 - 2019","france","fr33121","pm25",9.39285095076202,7
"2015 - 2019","france","fr33201","no2",25.3721562233785,19.9
"2015 - 2019","france","fr33201","o3",43.055803171985,43.375
"2015 - 2019","france","fr33201","pm25",13.3739094980667,9.737499995
"2015 - 2019","france","fr33202","no2",18.0988957628319,11.5625
"2015 - 2019","france","fr33202","o3",51.1459283474757,53.2749999975
"2015 - 2019","france","fr33203","no2",36.8933810076074,31.75
"2015 - 2019","france","fr33211","no2",21.9106040752616,18.425
"2015 - 2019","france","fr33211","o3",49.4104446492937,51.7499999975
"2015 - 2019","france","fr33211","pm25",13.6816432057325,10.925
"2015 - 2019","france","fr33212","no2",18.4633745473631,14.2249999925
"2015 - 2019","france","fr33212","o3",51.7444113649418,56.6
"2015 - 2019","france","fr33212","pm25",11.5295085403234,7.9749999925
"2015 - 2019","france","fr33232","no2",47.3381442619543,35.875
"2015 - 2019","france","fr33305","no2",17.1249197685442,11.125
"2015 - 2019","france","fr33305","o3",51.914001479786,54
"2015 - 2019","france","fr33305","pm25",9.02716957489769,6.7
"2015 - 2019","france","fr34013","no2",30.419180524847,27.19999999
"2015 - 2019","france","fr34014","no2",12.1492884079167,8.95
